,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
92,COc1cccc(-c2cc3nc(-c4ccccc4)cc(N4CCC5(CC4)OCCO5)n3n2)c1,0,0,4,4,0,2,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,1
93,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,1,0,5,5,0,1,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
94,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0
95,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
96,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1ccco1,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,0,1
97,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,1,0,1,0,0,1
98,COc1n[nH]c2nncnc12,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,5,0,0,0,0,0,0
99,CCc1ccc(N2CC(C(=O)NC3=NCCS3)CC2=O)cc1,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
100,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,0,0,6,6,0,0,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1
101,Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
102,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,0,0,6,6,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0
103,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0
104,CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,0,0,6,6,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1
105,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1
106,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,8,0,0,0,1,3,0,0,0,0,0,0
107,COC(=O)c1cc(/C=C/c2ccccc2)on1,0,0,2,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0
108,C=CCn1c(NCc2ccccc2)nc2ccccc21,0,0,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0
109,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
110,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,0,0,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,1
111,COc1cccc(CC(C(=O)Nc2cc(C)ccc2C)c2nn[nH]n2)c1OC,0,0,4,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,13,0,0,0,0,4,0,0,0,0,0,0
112,Cc1cc(N2CCN(c3nc4ccccc4s3)CC2)n2ncnc2n1,0,0,2,2,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,1,0,0,0
113,CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
114,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccs2)cc1OC,0,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,1
115,COc1ccc(C2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1,0,0,8,8,0,0,0,0,0,2,2,4,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
116,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,0,0,1,1,0,2,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,2,0,0,0,0,1
117,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1
118,Oc1ccccc1C1Nc2cccc3cccc(c23)N1,0,0,1,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1
119,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1,0,0,3,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,11,0,0,0,0,4,0,0,0,0,0,0
120,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0
121,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],3,0,5,5,0,1,2,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,18,0,1,0,0,0,0,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,0,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,17,0,0,0,0,4,0,0,0,0,0,1
123,I.OCCNC1=NCCN1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1,0,0,3,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0
125,CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,0,0,6,6,0,0,0,1,0,4,2,2,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1,2,0,1,0,0,1
126,O=c1nc(-c2ccccc2)cn[nH]1,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0
127,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0
128,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,0,0,5,5,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,1
129,CCOCCN1CCC(OC(C)=O)C(C)C1.Cl,0,0,3,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1
131,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,1,14,0,1,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0
132,CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F,0,0,10,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
133,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
134,O=C1CC(c2ccc3c(c2)OCO3)CN1,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
135,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,0,0,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1
136,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,0,0,1,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,3,0,0,0,0,0,1
137,Cc1c(C=NCCOCc2ccccc2)cnn1C,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0
138,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,8,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0
139,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,0,0,6,6,0,1,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,0,2,4,0,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
140,CCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,12,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0
141,CCOC(=O)C1C(=O)NC(C)C1c1ccccc1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
142,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,0,0,3,3,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
143,COc1ccc(CC(=O)NCc2ccccn2)cc1OC,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
144,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,0,0,1,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,1
145,Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1,0,0,3,3,0,1,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,15,0,0,0,1,2,0,0,0,0,0,1
146,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,7,0,0,0,0,5,0,0,0,0,0,0
147,COc1cccc(NC(=O)CSc2nc3c(c(-c4ccco4)c2C#N)CCCC3)c1,1,0,4,4,0,1,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0
148,Cc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)c2C#N)co1,1,0,4,4,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1,1,0,0,0,0,1
149,COc1ccc(S(=O)(=O)N2CCC(N3CCCCC3)CC2)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
150,COc1ccc(C2/C(=C(/O)c3ccc(Cl)cc3)C(=O)C(=O)N2CCN2CCOCC2)c(OC)c1,0,0,7,7,0,0,0,2,0,2,4,2,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
151,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,1,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,1
152,Cc1cccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)c1,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
153,CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N,2,0,4,4,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1
154,CCCCc1c(O)nc(SCCN(C)C)n(-c2ccccc2)c1=O,0,0,4,4,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0
155,COC1(OC)N=C(NC(=O)Nc2ccccc2)C2(C#N)C(c3ccccc3)C12C#N,2,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
156,Cc1ccc(S(=O)(=O)NCCSc2nnnn2C)cc1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0
157,CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1,0,0,2,2,0,1,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,1
158,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,0,0,4,4,0,2,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,2,2,0,0,0,0,1
159,CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
160,c1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)cc1,0,0,2,2,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0
161,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,2,0,2,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
162,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1,1,0,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,1,0,0,1
163,COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)cc1,0,0,4,4,0,2,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,2,0,0,0,0,1
164,CCOC(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
165,CCc1c(C(=O)O)[nH]c2ccc(Br)cc12,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,1
166,S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1,0,0,1,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,14,0,0,0,0,3,0,0,0,0,0,1
167,CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C,0,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,1
168,Cn1c(=O)n(CCC(=O)O)c2ccccc21,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0
169,CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
170,CC1(C)CC(=O)C(CCCN2C(=O)c3ccccc3C2=O)C(=O)C1,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
171,CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1.Cl,0,0,5,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
172,CN(C)CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)CN(C)C)cc2)cc1.Cl,0,0,8,8,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
173,Oc1ccccc1CNn1cnnc1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0
174,C/C(=N\O)c1ccc2[nH]ccc2c1,0,0,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0
175,O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1
176,CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1,0,0,4,4,0,1,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
177,Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,0,0,2,2,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1
178,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3,0,0,4,4,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,0,0,0,13,0,1,0,0,0,0,2,7,0,0,0,0,1,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0
179,Cc1cn2c(-c3ccncc3)nnc2s1,0,0,1,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,1,0,0,0
180,COc1cccc(C2=CC(c3ccccc3)n3nnnc3N2)c1,0,0,2,2,0,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,1
181,CCOC(=O)CNS(=O)(=O)c1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C,0,0,6,6,0,1,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,1
182,CCn1cc(C(=O)NCC2CCCO2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0,0,6,6,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
183,CCOC(=O)c1sc2c(c1C)c(=O)c(C(=O)OCC)cn2CC,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0
184,COc1ccc(/C(O)=C2\C(=O)C(=O)N(c3cc(C)on3)C2c2ccc(OC)c(OC)c2)cc1OC,0,0,8,8,0,0,0,1,0,2,4,2,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0
185,COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1,0,0,6,6,0,0,0,2,0,2,4,2,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,1,0,0,1
186,CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1,0,0,6,6,0,0,0,2,0,4,2,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
